"","player_id","name_first","name_last","hand","dob","ioc","height","wikidata_id"
"28",101706,"Thomas","Orvald","R",1970-02-21,"USA",NA,""
"29",101707,"Yuval","Karutzi","R",1970-02-21,"ISR",NA,""
"30",101708,"Juan","Olivert","R",1970-02-22,"ESP",NA,""
"31",101709,"Roland","Thornqvist","R",1970-03-03,"SWE",NA,"Q7360459"
"32",101710,"Martin","Blackman","R",1970-03-05,"USA",188,"Q6775008"
"33",101711,"Alex","Obrien","R",1970-03-07,"USA",185,"Q737425"
"34",101712,"Andrew","Batie","R",1970-03-07,"NZL",185,""
"35",101713,"Nam Hoon","Kim","R",1970-03-08,"KOR",NA,""
"36",101714,"Adrian","Morgan","R",1970-03-11,"GBR",NA,""
"37",101715,"Jose Antonio Pepe","Conde","R",1970-03-11,"ESP",175,""
"38",101716,"Javier","Molina","R",1970-03-14,"ESP",178,"Q84301975"
"39",101717,"Diego","Nargiso","L",1970-03-15,"ITA",188,"Q1220549"
"40",101718,"Michael","Herb","R",1970-03-17,"USA",188,""
"41",101719,"Frederic","Fontang","R",1970-03-18,"FRA",183,"Q1471515"
"42",101720,"Agustin","Garizzio","R",1970-03-19,"ARG",185,"Q4694624"
"43",101721,"Markus","Zillner","L",1970-03-19,"GER",178,"Q6771530"
"44",101722,"Han Cheol","Shin","R",1970-03-23,"KOR",NA,"Q79898039"
"45",101723,"Magnus","Larsson","R",1970-03-25,"SWE",193,"Q600738"
"46",101724,"Brice","Karsh","R",1970-03-31,"USA",183,""
"47",101725,"Gabriel","Markus","R",1970-03-31,"ARG",180,"Q1489440"
"48",101726,"Boaz","Merenstein","L",1970-04-03,"ISR",180,"Q106945508"
"49",101727,"Jason","Stoltenberg","R",1970-04-04,"AUS",185,"Q980620"
"50",101728,"Laszlo","Markovits","R",1970-04-04,"HUN",180,"Q552666"
"51",101729,"Gunter","Van Der Veeren","R",1970-04-05,"BEL",NA,""
"52",101730,"Piet","Norval","R",1970-04-07,"RSA",185,"Q1123799"
"53",101731,"Nuno","Marques","L",1970-04-09,"POR",190,"Q638480"
"54",101732,"Pietro","Pennisi","L",1970-04-11,"ITA",173,"Q16590491"
"55",101733,"Jan","Siemerink","L",1970-04-14,"NED",183,"Q1364928"
"56",101734,"Ulli","Nganga","R",1970-04-17,"GBR",NA,""
"57",101735,"Richard","Fromberg","R",1970-04-28,"AUS",196,"Q891769"
"58",101736,"Andre","Agassi","R",1970-04-29,"USA",180,"Q7407"
"59",101737,"Ty","Tucker","R",1970-05-07,"USA",NA,""
"60",101738,"Emile","Fourie","R",1970-05-08,"RSA",NA,""
"61",101739,"Jiri","Pelikan","R",1970-05-09,"CZE",196,""
"62",101740,"Sascha","Nensel","R",1970-05-09,"GER",180,"Q83688717"
"63",101741,"Gonzalo","Fernandez","R",1970-05-11,"CHI",NA,""
"64",101742,"Johan","Sandberg","R",1970-05-12,"SWE",193,""
"65",101743,"Peter","Kuhn","R",1970-05-13,"RSA",NA,""
"66",101744,"Jason","Carriage","R",1970-05-15,"AUS",NA,""
"67",101745,"Roberto","Jabali","R",1970-05-16,"BRA",190,"Q552077"
"68",101746,"Renzo","Furlan","R",1970-05-17,"ITA",175,"Q1852367"
"69",101747,"Michael","Zimmerman","R",1970-05-19,"USA",NA,""
"70",101748,"Ivan","Keskinov","R",1970-05-22,"BUL",NA,"Q12280965"
"71",101749,"Boris","Laustroer","R",1970-05-24,"GER",175,""
"72",101750,"Cristiano","Caratti","R",1970-05-24,"ITA",178,"Q1140354"
"73",101751,"Ross","Matheson","R",1970-05-27,"GBR",196,"Q7369494"
"74",101752,"Gonzalo","Lopez","R",1970-05-29,"ESP",NA,""
"75",101753,"Patrick","Nestler","R",1970-05-29,"SWE",NA,""
"76",101754,"Claudio","Rodilosso","R",1970-06-02,"ITA",NA,""
"77",101755,"Derek","Farren","R",1970-06-02,"IRL",183,""
"78",101756,"Jeffrey","Hunter","R",1970-06-06,"GBR",NA,""
"79",101757,"Patrik","Albertsson","L",1970-06-07,"SWE",183,""
"80",101758,"Cristian","Brandi","R",1970-06-10,"ITA",183,"Q780337"
"81",101759,"Philip","Warler","R",1970-06-10,"GER",NA,""
"82",101760,"David","Kass","R",1970-06-16,"USA",180,"Q99600193"
"83",101761,"Jaime","Oncins","R",1970-06-16,"BRA",196,"Q258713"
"84",101762,"Tae Hee","Kong","R",1970-06-17,"KOR",NA,""
"85",101763,"Rodolfo","Ramos Paganini","R",1970-06-18,"ARG",NA,""
"86",101764,"Yu Hui","Lien","R",1970-06-19,"TPE",NA,"Q107222362"
"87",101765,"Tomas","Anzari","R",1970-06-24,"CZE",180,"Q7820555"
"88",101766,"Bill","Behrens","R",1970-06-26,"USA",188,"Q861930"
"89",101767,"Lars","Jonsson","R",1970-06-27,"SWE",188,"Q3218147"
"90",101768,"Mark","Quinney","R",1970-06-27,"USA",NA,""
"91",101769,"Paul","Ricar","R",1970-06-27,"GER",NA,""
"92",101770,"Lech","Sidor","R",1970-06-30,"POL",NA,"Q11753527"
"93",101771,"Ashley","Naumann","R",1970-07-02,"AUS",NA,"Q55106270"
"94",101772,"Andrei","Cherkasov","R",1970-07-04,"RUS",180,"Q502037"
"95",101773,"Gene","Carswell","R",1970-07-08,"USA",NA,""
"96",101774,"Todd","Martin","R",1970-07-08,"USA",198,"Q54536"
"97",101775,"Frederik","Fetterlein","R",1970-07-11,"DEN",190,"Q461532"
"98",101776,"Sandon","Stolle","R",1970-07-13,"AUS",193,"Q303725"
"99",101777,"Robert","Kraus","R",1970-07-14,"GER",NA,""
"100",101778,"Michael","Schmidtmann","R",1970-07-15,"GER",NA,""
"101",101779,"Pavel","Vizner","R",1970-07-15,"CZE",183,"Q126471"
"102",101780,"Alejo","Mancisidor","R",1970-07-31,"ESP",183,"Q4714721"
"103",101781,"Robert","Angelo","R",1970-07-31,"PHI",NA,"Q102272960"
"104",101782,"Dan","Kronauge","R",1970-08-01,"USA",NA,""
"105",101783,"Mark","Petchey","R",1970-08-01,"GBR",183,"Q1585351"
"106",101784,"Bryan","Jones","R",1970-08-05,"USA",NA,""
"107",101785,"Oliver","Johl","R",1970-08-05,"GER",NA,""
"108",101786,"Yonathan","Rom","R",1970-08-08,"RSA",NA,""
"109",101787,"Darren","Patten","R",1970-08-10,"AUS",188,"Q55106312"
"110",101788,"Doug","Flach","R",1970-08-10,"USA",183,"Q463811"
"111",101789,"Steve","Bryan","R",1970-08-10,"USA",178,"Q13512798"
"112",101790,"Elmar","Gerth","R",1970-08-11,"AHO",NA,""
"113",101791,"Riva","Da Silva","R",1970-08-13,"POR",NA,""
"114",101792,"Slava","Dosedel","R",1970-08-14,"CZE",183,"Q601470"
"115",101793,"Jim","Courier","R",1970-08-17,"USA",185,"Q53396"
"116",101794,"Darek","Nowicki","R",1970-08-20,"POL",NA,""
"117",101795,"David","Perez Lalanda","R",1970-08-21,"ESP",NA,""
"118",101796,"Silvio","Scaiola","R",1970-08-25,"ITA",NA,""
"119",101797,"Jacco","Eltingh","R",1970-08-29,"NED",188,"Q560151"
"120",101798,"Paul","Garvin","R",1970-09-03,"USA",NA,""
"121",101799,"Kevin","Bradley","R",1970-09-04,"USA",NA,""
"122",101800,"Daniele","Balducci","R",1970-09-10,"ITA",NA,"Q55314903"
"123",101801,"Mark","Hlawaty","R",1970-09-10,"AUS",NA,""
"124",101802,"Ramayah","Ramachandran","R",1970-09-10,"MAS",160,"Q55767560"
"125",101803,"Alex","Simonian","R",1970-09-11,"RUS",NA,""
"126",101804,"Akira","Matsushita","R",1970-09-14,"JPN",NA,""
"127",101805,"David","Nainkin","R",1970-09-20,"RSA",183,"Q5237909"
"128",101806,"Marc Kevin","Goellner","R",1970-09-22,"GER",196,"Q65081"
"129",101807,"Thomas","Walter","R",1970-09-25,"GER",NA,""
"130",101808,"Shane","Scrutton","R",1970-09-27,"AUS",NA,""
"131",101809,"Nicolas","Pereira","R",1970-09-29,"VEN",188,"Q282958"
"132",101810,"Asif","Ismail","R",1970-09-30,"IND",NA,"Q4806913"
"133",101811,"Bill","Barber","R",1970-10-02,"USA",NA,"Q30122755"
"134",101812,"Raviv","Weidenfeld","R",1970-10-12,"ISR",188,"Q29442813"
"135",101813,"Sergio","Sarli","R",1970-10-13,"BRA",NA,""
"136",101814,"Colin","Beecher","R",1970-10-16,"GBR",NA,"Q46962966"
"137",101815,"Sergio","Gomez Barrio","R",1970-10-16,"ESP",NA,"Q107861295"
"138",101816,"Steve","Campbell","R",1970-10-22,"USA",183,"Q7612135"
"139",101817,"Andrew","Florent","R",1970-10-24,"AUS",188,"Q504793"
"140",101818,"Matt","Semler","R",1970-10-24,"USA",NA,""
"141",101819,"Frederic","Vitoux","R",1970-10-30,"FRA",173,"Q5497148"
"142",101820,"Marc","Rosset","R",1970-11-07,"SUI",201,"Q123298"
"143",101821,"Peter","Tramacchi","R",1970-11-08,"AUS",185,"Q7177366"
"144",101822,"Luis","Lobo","R",1970-11-09,"ARG",180,"Q1301016"
"145",101823,"Gerald","Mandl","L",1970-11-12,"AUT",190,"Q29994471"
"146",101824,"Marcello","Molinari","R",1970-11-13,"ITA",NA,""
"147",101825,"Manuel","Tejada","R",1970-11-26,"ESA",NA,""
"148",101826,"Alex","Lopez Moron","R",1970-11-28,"ESP",175,"Q250572"
"149",101827,"Jamie","Turturici T225","R",1970-11-28,"USA",NA,""
"150",101828,"Yuji","Sakaguchi","R",1970-12-02,"JPN",NA,""
"151",101829,"Federico","Sanchez","R",1970-12-04,"ESP",168,"Q30058182"
"152",101830,"Derek","Brown","R",1970-12-14,"USA",NA,""
"153",101831,"Mustafa","Azkara","R",1970-12-19,"TUR",NA,""
"154",101832,"Jose","Ayala","R",1970-12-22,"MEX",180,""
"155",101833,"Michael","Tebbutt","L",1970-12-22,"AUS",190,"Q552674"
"156",101834,"Aaron","Stolpman","R",1970-12-27,"USA",NA,""
"157",101835,"Arne","Thoms","R",1971-01-01,"GER",188,"Q110066"
"158",101836,"Udo","Plamberger","R",1971-01-01,"AUT",NA,"Q2473315"
"159",101837,"Takuya","Kawamoto","R",1971-01-05,"JPN",NA,""
"160",101838,"Pablo","Minutella","R",1971-01-07,"ARG",NA,""
"161",101839,"Hyun Cheol","Bang","R",1971-01-11,"KOR",NA,""
"162",101840,"Jacobo","Chavez","R",1971-01-12,"GUA",NA,"Q103896560"
"163",101841,"Aleksandar","Kitinov","R",1971-01-13,"MKD",190,"Q982450"
"164",101842,"Jose","Alejos","R",1971-01-16,"ESP",NA,""
"165",101843,"Sergi","Bruguera","R",1971-01-16,"ESP",188,"Q311177"
"166",101844,"Heath","Denman","R",1971-01-17,"AUS",183,"Q29353482"
"167",101845,"Julien","Link","R",1971-01-18,"GER",NA,""
"168",101846,"Kirk","Haygarth","R",1971-01-20,"RSA",NA,"Q1743482"
"169",101847,"Bret","Richardson","R",1971-01-23,"AUS",178,""
"170",101848,"Juri","Klimov","R",1971-01-24,"RUS",NA,""
"171",101849,"Nicola","Bruno","R",1971-01-26,"ITA",178,"Q7028967"
"172",101850,"Fritz","Bissell","R",1971-01-27,"USA",NA,""
"173",101851,"Alexis","Hombrecher","R",1971-01-29,"GER",196,"Q23772480"
"174",101852,"Jonathan","Venison","R",1971-01-30,"GBR",NA,""
"175",101853,"Ji Hyeob","Shin","R",1971-01-31,"KOR",NA,""
"176",101854,"Brian","Eagle","R",1971-02-03,"USA",NA,""
"177",101855,"Emmanuel","Heussner","R",1971-02-03,"MON",NA,""
"178",101856,"Julian","Vespan","R",1971-02-05,"ROU",NA,""
"179",101857,"Jason","Cask","R",1971-02-07,"AUS",178,"Q6162176"
"180",101858,"Gilles","Bastie","R",1971-02-09,"FRA",NA,"Q55956132"
"181",101859,"Pedro","Alatorre","R",1971-02-09,"MEX",NA,""
"182",101860,"Mark","Draper","R",1971-02-11,"AUS",185,"Q6767408"
"183",101861,"Thomas","Buchmayer","L",1971-02-14,"AUT",185,"Q2422751"
"184",101862,"Maurice","Ruah","R",1971-02-19,"VEN",178,"Q1124129"
"185",101863,"Roberto","Alvarez","R",1971-02-23,"ARG",NA,""
"186",101864,"Fernon","Wibier","R",1971-02-25,"NED",188,"Q1407145"
"187",101865,"Albert","Chang","R",1971-02-27,"CAN",183,"Q4709909"
"188",101866,"David","Rikl","L",1971-02-27,"CZE",178,"Q559917"
"189",101867,"Pablo","Escribano","R",1971-02-28,"ARG",NA,""
"190",101868,"Dick","Norman","L",1971-03-01,"BEL",203,"Q378208"
"191",101869,"Juan Luis Tati","Rascon","R",1971-03-02,"ESP",NA,""
"192",101870,"Oliver","Killeweit","R",1971-03-02,"GER",NA,""
"193",101871,"Alexander","Reichel","R",1971-03-03,"USA",193,""
"194",101872,"Mark","Tjia","R",1971-03-05,"USA",NA,""
"195",101873,"Valentin","Frieden","R",1971-03-05,"SUI",NA,""
"196",101874,"Ciprian Petre","Porumb","R",1971-03-06,"ROU",196,"Q5121296"
"197",101875,"Dimitri","Tondeur","R",1971-03-06,"BEL",NA,""
"198",101876,"Massimo","Ardinghi","R",1971-03-06,"ITA",175,"Q3851116"
"199",101877,"Milan","Trneny","R",1971-03-06,"CZE",NA,""
"200",101878,"Wynn","Criswell","R",1971-03-12,"USA",NA,""
"201",101879,"Hyo Ik","Cho","R",1971-03-14,"KOR",NA,""
"202",101880,"Emil","Egerer","R",1971-03-16,"GER",NA,""
"203",101881,"Oliver","Fuchs","R",1971-03-16,"AUT",180,"Q101823192"
"204",101882,"Chang Hee","Park","R",1971-03-17,"KOR",NA,""
"205",101883,"Alexi","Filippov","R",1971-03-18,"RUS",NA,""
"206",101884,"Frank","Ofori","R",1971-03-18,"GHA",NA,""
"207",101885,"Wayne","Arthurs","L",1971-03-18,"AUS",190,"Q933588"
"208",101886,"Ohad","Weinberg","R",1971-03-19,"ISR",NA,""
"209",101887,"Marko","Por","R",1971-03-25,"SLO",NA,""
"210",101888,"Daniel","Vacek","R",1971-04-01,"CZE",190,"Q522220"
"211",101889,"Todd","Woodbridge","R",1971-04-02,"AUS",178,"Q335312"
"212",101890,"Jonathan","Stark","R",1971-04-03,"USA",188,"Q962594"
"213",101891,"Chad","Rosser","R",1971-04-04,"USA",NA,""
"214",101892,"Axel","Finnberg","R",1971-04-05,"GER",NA,"Q79951914"
"215",101893,"Patrick","Mohr","R",1971-04-06,"SUI",178,"Q30122920"
"216",101894,"Philippe","Leblanc","R",1971-04-07,"CAN",NA,""
"217",101895,"Michael","Brown B395","R",1971-04-10,"AUS",175,"Q47487885"
"218",101896,"Stefano","Landonio","R",1971-04-10,"ITA",NA,""
"219",101897,"Fernando","Meligeni","L",1971-04-12,"BRA",180,"Q438876"
"220",101898,"Vince","Mackey","R",1971-04-14,"USA",NA,""
"221",101899,"Jean","Demeroutis","R",1971-04-17,"BEL",NA,""
"222",101900,"Nicklas","Kulti","R",1971-04-22,"SWE",190,"Q962526"
"223",101901,"Chuck","Adams","R",1971-04-23,"USA",185,"Q590875"
"224",101902,"Stephane","Huet","L",1971-04-25,"FRA",180,"Q7608193"
"225",101903,"Benoit","Carelli","R",1971-04-26,"FRA",NA,""
"226",101904,"Chris","Haggard","L",1971-04-28,"RSA",178,"Q787976"
"227",101905,"Andy","Stewart","R",1971-05-03,"USA",NA,""
"228",101906,"Yasufumi","Yamamoto","R",1971-05-03,"JPN",175,"Q55584849"
"229",101907,"Mark","Booras","R",1971-05-04,"USA",NA,""
"230",101908,"Matt","Holt","R",1971-05-05,"USA",NA,""
"231",101909,"Roman","Smotlak","R",1971-05-07,"SVK",NA,""
"232",101910,"Ziga","Janskovec","R",1971-05-07,"SLO",NA,""
"233",101911,"Daniel","Dragu","R",1971-05-10,"ROU",NA,""
"234",101912,"Felipe","Rivera","R",1971-05-10,"CHI",183,"Q5442034"
"235",101913,"Joseph","Rahme","R",1971-05-16,"RSA",180,"Q6286470"
"236",101914,"Lars","Koslowski","R",1971-05-22,"GER",188,"Q102353"
"237",101915,"Hiroya","Umakoshi","R",1971-05-24,"JPN",NA,""
"238",101916,"Carlos","Zwetsch","R",1971-05-25,"BRA",NA,""
"239",101917,"Grant","Stafford","R",1971-05-27,"RSA",188,"Q1543225"
"240",101918,"Christian","Schaffkes","R",1971-05-30,"GER",NA,""
"241",101919,"Oliver","Yogt","R",1971-06-07,"GER",NA,""
"242",101920,"Jamie","Morgan","R",1971-06-08,"AUS",185,"Q1336550"
"243",101921,"Volker","Scherzinger","R",1971-06-08,"AUT",NA,""
"244",101922,"Marcello","Wowk","R",1971-06-12,"ARG",NA,""
"245",101923,"Marcus","Barbosa","R",1971-06-12,"BRA",NA,""
"246",101924,"Stefano","Pescosolido","R",1971-06-13,"ITA",185,"Q541972"
"247",101925,"Massimo","Boscatto","R",1971-06-21,"ITA",178,"Q13441586"
"248",101926,"Andrei","Merinov","L",1971-06-23,"RUS",183,"Q4755868"
"249",101927,"Fermin","Novillo","R",1971-06-28,"ESP",NA,""
"250",101928,"Jorge","Cordova","R",1971-06-28,"CUB",NA,""
"251",101929,"Joost","Winnink","R",1971-06-30,"NED",180,"Q668431"
"252",101930,"Huib","Troost","R",1971-07-01,"NED",NA,""
"253",101931,"Marcus","Hilpert","R",1971-07-01,"GER",NA,"Q6758225"
"254",101932,"Jared","Palmer","R",1971-07-02,"USA",190,"Q715252"
"255",101933,"Ricardo","Rubio","R",1971-07-03,"ESP",NA,""
"256",101934,"Paul","Dogger","R",1971-07-04,"NED",185,"Q2325532"
"257",101935,"David","Harris","R",1971-07-05,"GBR",NA,""
"258",101936,"Denis","Van Uffelen","R",1971-07-05,"BEL",NA,"Q107610178"
"259",101937,"Robbie","Koenig","R",1971-07-05,"RSA",173,"Q2093897"
"260",101938,"Bernardo","Mota","R",1971-07-14,"POR",178,"Q823009"
"261",101939,"Erhan","Oral","R",1971-07-19,"TUR",NA,""
"262",101940,"Rene","Busch","R",1971-07-19,"EST",NA,"Q7312878"
"263",101941,"Hiroki","Ishii","R",1971-07-27,"JPN",NA,""
"264",101942,"Ryan","Clark","R",1971-08-04,"CAN",NA,""
"265",101943,"Ian","Williams","R",1971-08-06,"USA",NA,""
"266",101944,"Pedro","Leon","R",1971-08-07,"CUB",NA,""
"267",101945,"Thierry","Guardiola","R",1971-08-07,"FRA",188,"Q7784044"
"268",101946,"Milko","Petkov","R",1971-08-11,"BUL",NA,"Q12286762"
"269",101947,"Vincenzo","Santopadre","L",1971-08-11,"ITA",183,"Q1635395"
"270",101948,"Pete","Sampras","R",1971-08-12,"USA",185,"Q9446"
"271",101949,"Andrea","Spizzica","R",1971-08-21,"ITA",NA,""
"272",101950,"Christian","Gambato","R",1971-08-21,"ITA",NA,""
"273",101951,"Thomas","Thieulot","R",1971-08-22,"FRA",NA,""
"274",101952,"Ingo","Herzgerodt","R",1971-08-26,"GER",NA,""
"275",101953,"Kentaro","Masuda","R",1971-08-26,"JPN",NA,"Q11429292"
"276",101954,"Oscar","Bustos","R",1971-08-26,"CHI",NA,""
"277",101955,"Luis","Herrera","L",1971-08-27,"MEX",170,"Q1404759"
"278",101956,"Mark","Knowles","R",1971-09-04,"BAH",190,"Q335333"
"279",101957,"Milen","Velev","R",1971-09-04,"BUL",NA,"Q6851238"
"280",101958,"Pierre","Bouteyre","R",1971-09-07,"FRA",185,"Q7192097"
"281",101959,"Robert","Eriksson","R",1971-09-07,"SWE",NA,"Q7344105"
"282",101960,"Tamas","Gyorgy","R",1971-09-07,"HUN",NA,"Q107610180"
"283",101961,"Martin","Stringari","R",1971-09-10,"ARG",188,"Q6776690"
"284",101962,"Younes","El Aynaoui","R",1971-09-12,"MAR",193,"Q361676"
"285",101963,"Emmanuel","Marmillod","L",1971-09-13,"SUI",180,""
"286",101964,"Goran","Ivanisevic","L",1971-09-13,"CRO",193,"Q204279"
"287",101965,"Wayne","Ferreira","R",1971-09-15,"RSA",185,"Q369228"
"288",101966,"Alfonso","Fernandez Fermoselle","R",1971-09-16,"ESP",185,""
"289",101967,"Sebastian","Pacheco","R",1971-09-17,"ARG",NA,""
"290",101968,"Ola","Kristiansson","R",1971-09-23,"SWE",188,"Q2017840"
"291",101969,"Orlin","Stanoytchev","R",1971-09-24,"BUL",185,"Q7103301"
"292",101970,"Iztok","Bozic","R",1971-09-27,"SLO",NA,"Q12791768"
"293",101971,"Johan","Anderson","R",1971-09-29,"AUS",183,"Q6214887"
"294",101972,"Gerardo","Parino","R",1971-10-03,"ARG",NA,""
"295",101973,"Viktor","Nagy","R",1971-10-04,"HUN",178,""
"296",101974,"Andrew","Bates","R",1971-10-06,"AUS",NA,""
"297",101975,"Martin","Zumpft","R",1971-10-11,"GER",180,"Q1905321"
"298",101976,"Federico","Dondo","R",1971-10-18,"URU",NA,"Q30209961"
"299",101977,"Patricio","Arnold","R",1971-10-20,"ARG",183,"Q7145922"
"300",101978,"Marcelo","Rebolledo","R",1971-10-22,"CHI",NA,"Q5995904"
"301",101979,"Ricardo","Mena","R",1971-10-22,"PAR",NA,""
"302",101980,"Howard","Joffe","R",1971-10-24,"RSA",NA,""
"303",101981,"Sascha","Bandermann","L",1971-10-29,"GER",180,"Q2225359"
"304",101982,"Jordi","Mas","R",1971-10-31,"ESP",NA,"Q6277472"
"305",101983,"Andrew","Kratzmann","R",1971-11-03,"AUS",193,"Q505767"
"306",101984,"Jia Heng","Zhang","R",1971-11-09,"CHN",NA,""
"307",101985,"Marc","Lohrmann","R",1971-11-09,"GER",NA,""
"308",101986,"David","Ireland","R",1971-11-10,"GBR",NA,""
"309",101987,"Vincenzo","Carlone","R",1971-11-10,"ITA",NA,""
"310",101988,"Agustin","Mundina","R",1971-11-25,"ARG",NA,""
"311",101989,"Patrik","Langvardt","R",1971-12-06,"DEN",NA,"Q100358619"
"312",101990,"Richard","Krajicek","R",1971-12-06,"NED",196,"Q309859"
"313",101991,"Mauricio","Hadad","R",1971-12-07,"COL",170,"Q3114069"
"314",101992,"Pietro","Angelini","R",1971-12-07,"ITA",NA,""
"315",101993,"Yoshinobu","Tanaka","R",1971-12-09,"JPN",NA,""
"316",101994,"Remus","Farcas","R",1971-12-11,"ROU",NA,""
"317",101995,"Krister","Wedenby","L",1971-12-13,"SWE",185,"Q100329023"
"318",101996,"David","Mullins","R",1971-12-14,"IRL",NA,""
"319",101997,"Marzio","Martelli","R",1971-12-14,"ITA",180,"Q6781868"
"320",101998,"Brendan","Curry","R",1971-12-21,"RSA",NA,"Q60169614"
"321",101999,"Petr","Kovacka","R",1971-12-23,"CZE",NA,"Q29579672"
"322",102000,"Aki","Rahunen","R",1971-12-24,"FIN",175,"Q13552"
"323",102001,"German","Lopez","R",1971-12-29,"ESP",193,"Q3104266"
"324",102002,"Davide","Scala","R",1972-01-02,"ITA",180,"Q3703624"
"325",102003,"Laurent","Orsini","R",1972-01-02,"FRA",NA,""
"326",102004,"Christopher","Mark","R",1972-01-03,"TRI",NA,""
"327",102005,"Johan","De Beer","R",1972-01-06,"RSA",190,"Q22958935"
"328",102006,"Brent","Larkham","R",1972-01-08,"AUS",178,"Q114483"
"329",102007,"Xin","Xu","R",1972-01-11,"CHN",NA,""
"330",102008,"Johan","Alven","R",1972-01-13,"SWE",NA,"Q105828770"
"331",102009,"Mahyar","Goodarz","R",1972-01-16,"AUS",NA,""
"332",102010,"Clinton","Marsh","R",1972-01-19,"RSA",188,"Q5134187"
"333",102011,"Sung Ho","Im","R",1972-01-20,"KOR",NA,""
"334",102012,"Martijn","Belgraver","R",1972-01-30,"NED",NA,""
"335",102013,"Blaz","Trupej","R",1972-02-02,"SLO",NA,"Q12785997"
"336",102014,"Marten","Renstrom","R",1972-02-03,"SWE",188,"Q13513079"
"337",102015,"Tomislav","Prpic","R",1972-02-10,"CRO",NA,""
"338",102016,"Frank","Schweikart","R",1972-02-11,"GER",NA,""
"339",102017,"Jonas","Kushner","R",1972-02-11,"USA",NA,""
"340",102018,"Tamer","El Sawy","R",1972-02-11,"EGY",188,"Q7681142"
"341",102019,"Dirk","Dier","R",1972-02-16,"GER",185,"Q102195"
"342",102020,"Americo Tupi","Venero","L",1972-02-22,"PER",175,""
"343",102021,"Michael","Chang","R",1972-02-22,"USA",175,"Q53370"
"344",102022,"Cyril","Buscaglione","R",1972-02-24,"FRA",NA,"Q67196963"
"345",102023,"Petr","Luxa","R",1972-03-03,"CZE",190,"Q1894046"
"346",102024,"Hernan","Gumy","R",1972-03-05,"ARG",188,"Q1340151"
"347",102025,"Mikael","Tillstrom","R",1972-03-05,"SWE",185,"Q1301386"
"348",102026,"Jan","Kodes Jr","R",1972-03-11,"CZE",178,"Q29573201"
"349",102027,"Ingo","Isslinger","R",1972-03-12,"GER",NA,""
"350",102028,"Massimo","Valeri","R",1972-03-13,"ITA",185,"Q6784767"
"351",102029,"Filip","Dewulf","R",1972-03-15,"BEL",190,"Q1413506"
"352",102030,"Andrew","Foster","R",1972-03-16,"GBR",190,"Q4756988"
"353",102031,"Sandor","Noszaly","R",1972-03-16,"HUN",193,"Q383341"
"354",102032,"Gustavo","Gomez","U",1972-03-17,"ARG",NA,""
"355",102033,"Abdelhak","Hameurlaine","R",1972-03-19,"ALG",NA,"Q23061088"
"356",102034,"Christoph Sr","Muller","R",1972-03-23,"GER",NA,""
"357",102035,"Jonas","Bjorkman","R",1972-03-23,"SWE",183,"Q310380"
"358",102036,"Marco","Osorio","R",1972-04-01,"MEX",NA,"Q46998648"
"359",102037,"Ramon","Bernal","R",1972-04-03,"DOM",NA,""
"360",102038,"Ernesto","Ponce","R",1972-04-04,"MEX",NA,""
"361",102039,"Gaurav","Natekar","R",1972-04-04,"IND",NA,"Q5527755"
"362",102040,"Ramon","Beznal","R",1972-04-04,"DOM",NA,""
