"","player_id","name_first","name_last","hand","dob","ioc","height","wikidata_id"
"43",200044,"Denisa","Chladkova","R",1979-02-08,"CZE",174,"Q271728"
"44",200045,"Tara","Snyder","R",1977-05-26,"USA",175,"Q301072"
"45",200046,"Meghann","Shaughnessy","R",1979-04-13,"USA",180,"Q54652"
"46",200047,"Pavlina","Nola","R",1974-07-14,"NZL",NA,"Q629984"
"47",200048,"Elena","Likhovtseva","R",1975-09-08,"RUS",174,"Q233231"
"48",200049,"Conchita","Martinez","R",1972-04-16,"ESP",170,"Q232618"
"49",200050,"Sandra","Kleinova","R",1978-05-08,"CZE",177,"Q3471919"
"50",200051,"Irina","Spirlea","R",1974-03-26,"ROU",175,"Q265927"
"51",200052,"Olga","Barabanschikova","R",1979-11-02,"BLR",172,"Q452832"
"52",200053,"Lubomira","Bacheva","R",1975-03-07,"BUL",NA,"Q3242109"
"53",200054,"Sylvia","Plischke","R",1977-07-20,"AUT",177,"Q432729"
"54",200055,"Mariana","Diaz Oliva","R",1976-03-11,"ARG",172,"Q2307635"
"55",200056,"Jelena","Kostanic Tosic","L",1981-07-06,"CRO",168,"Q233556"
"56",200057,"Erika","De Lone","R",1972-10-14,"USA",NA,"Q940235"
"57",200058,"Anna","Foldenyi Dicker","R",1974-08-22,"HUN",165,"Q4767019"
"58",200059,"Ruxandra","Dragomir Ilie","R",1972-10-24,"ROU",168,"Q273507"
"59",200060,"Tathiana","Garbin","R",1977-06-30,"ITA",172,"Q230235"
"60",200061,"Gala","Leon Garcia","L",1973-12-23,"ESP",163,"Q455239"
"61",200062,"Kristina","Brandi","R",1977-03-29,"PUR",168,"Q264544"
"62",200063,"Tatiana","Panova","R",1976-08-13,"RUS",154,"Q269080"
"63",200064,"Amanda","Coetzer","R",1971-10-22,"RSA",158,"Q233339"
"64",200065,"Amelie","Mauresmo","R",1979-07-05,"FRA",175,"Q180872"
"65",200066,"Cristina","Torrens Valero","R",1974-09-12,"ESP",171,"Q271754"
"66",200067,"Patty","Schnyder","L",1978-12-14,"SUI",168,"Q231954"
"67",200068,"Lilia","Osterloh","R",1978-04-07,"USA",170,"Q258202"
"68",200069,"Nadia","Petrova","R",1982-06-08,"RUS",178,"Q11659"
"69",200070,"Anne Gaelle","Sidot","L",1979-07-24,"FRA",172,"Q1563349"
"70",200071,"Lenka","Nemeckova","R",1976-04-20,"CZE",170,"Q3229475"
"71",200072,"Cara","Black","R",1979-02-17,"ZIM",167,"Q229128"
"72",200073,"Julie","Pullin","L",1975-11-05,"GBR",173,"Q6308474"
"73",200074,"Jane","Chi","R",1974-06-21,"USA",165,"Q24347657"
"74",200075,"Jing Qian","Yi","R",1974-02-28,"CHN",168,"Q3572264"
"75",200076,"Laurence","Courtois","R",1976-01-18,"BEL",172,"Q221591"
"76",200077,"Jennifer","Capriati","R",1976-03-29,"USA",170,"Q11680"
"77",200078,"Barbara","Schwartz","L",1979-01-27,"AUT",181,"Q275571"
"78",200079,"Kim","Clijsters","R",1983-06-08,"BEL",175,"Q11685"
"79",200080,"Dominique","Monami","R",1973-05-31,"BEL",170,"Q270967"
"80",200081,"Anke","Huber","R",1974-12-04,"GER",173,"Q57401"
"81",200082,"Kristie","Boogert","R",1973-12-16,"NED",178,"Q262062"
"82",200083,"Alexandra","Stevenson","R",1980-12-15,"USA",185,"Q241637"
"83",200084,"Asa","Carlsson","R",1975-06-16,"SWE",178,"Q258930"
"84",200085,"Ai","Sugiyama","R",1975-07-05,"JPN",163,"Q229100"
"85",200086,"Magdalena","Maleeva","R",1975-04-01,"BUL",168,"Q238102"
"86",200087,"Seda","Noorlander","R",1974-05-22,"NED",166,"Q839952"
"87",200088,"Adriana","Gersi","R",1976-06-26,"CZE",166,"Q2825062"
"88",200089,"Miriam","Oremans","R",1972-09-09,"NED",169,"Q273481"
"89",200090,"Anca","Barna","L",1977-05-14,"GER",175,"Q72915"
"90",200091,"Janet","Lee","R",1976-10-22,"TPE",175,"Q455653"
"91",200092,"Sandra","Nacuk","R",1980-08-17,"SCG",NA,"Q2277033"
"92",200093,"Amelie","Cocheteux","L",1978-03-27,"FRA",NA,"Q461338"
"93",200094,"Barbara","Rittner","R",1973-04-25,"GER",173,"Q62208"
"94",200095,"Linda","Wild","R",1971-02-11,"USA",NA,"Q3241386"
"95",200096,"Mary","Pierce","R",1975-01-15,"FRA",178,"Q210695"
"96",200098,"Henrieta","Nagyova","R",1978-12-15,"SVK",177,"Q258901"
"97",200099,"Sonya","Jeyaseelan","R",1976-04-24,"CAN",157,"Q669082"
"98",200100,"Amanda","Hopmans","R",1976-02-11,"NED",167,"Q686752"
"99",200101,"Jana","Kandarr","R",1976-09-21,"GER",181,"Q73967"
"100",200102,"Melissa","Dowse","R",1982-04-27,"AUS",NA,""
"101",200103,"Evie","Dominikovic","R",1980-05-29,"AUS",173,"Q468237"
"102",200104,"Emilie","Loit","L",1979-06-09,"FRA",167,"Q264580"
"103",200105,"Rachel","Mcquillan","U",1971-12-02,"AUS",170,"Q455711"
"104",200106,"Angeles","Montolio","R",1975-08-06,"ESP",157,"Q2626756"
"105",200107,"Paola","Suarez","R",1976-06-23,"ARG",170,"Q229474"
"106",200108,"Elena","Dementieva","R",1981-10-15,"RUS",180,"Q11667"
"107",200109,"Nathalie","Dechy","R",1979-02-21,"FRA",177,"Q229831"
"108",200110,"Fabiola","Zuluaga","R",1979-01-07,"COL",172,"Q237467"
"109",200111,"Lina","Krasnoroutskaya","R",1984-04-29,"RUS",174,"Q2419020"
"110",200112,"Julie","Halard Decugis","R",1970-09-10,"FRA",173,"Q241320"
"111",200113,"Anna","Kournikova","R",1981-06-07,"RUS",173,"Q131120"
"112",200114,"Patricia","Wartusch","R",1978-08-05,"AUT",175,"Q271724"
"113",200115,"Brie","Rippner","R",1980-01-21,"USA",175,"Q849668"
"114",200116,"Natalia","Zvereva","R",1971-04-16,"BLR",174,"Q233243"
"115",200117,"Kveta","Peschke","R",1975-07-09,"CZE",165,"Q234480"
"116",200118,"Virginia","Ruano Pascual","R",1973-09-21,"ESP",169,"Q229093"
"117",200119,"Rita","Kuti Kis","L",1978-02-13,"HUN",176,"Q735029"
"118",200120,"Jelena","Dokic","R",1983-04-12,"AUS",175,"Q283958"
"119",200121,"Alina","Jidkova","R",1977-01-18,"RUS",168,"Q269057"
"120",200122,"Tina","Pisnik","R",1981-02-19,"SLO",172,"Q287267"
"121",200123,"Marlene","Weingartner","R",1980-01-30,"GER",174,"Q70284"
"122",200124,"Anne","Kremer","R",1975-10-17,"LUX",165,"Q234906"
"123",200125,"Corina","Morariu","R",1978-01-26,"USA",174,"Q225589"
"124",200126,"Marissa","Irvin","R",1980-06-23,"USA",170,""
"125",200127,"Sarah","Pitkowski Malcor","R",1975-11-13,"FRA",NA,"Q3473420"
"126",200128,"Lindsay","Davenport","R",1976-06-08,"USA",189,"Q11677"
"127",200287,"Miki","Yokobori","U",1975-05-13,"JPN",NA,""
"128",200484,"Ann","Devries","R",1970-02-27,"BEL",NA,"Q2376709"
"129",200505,"Michelle","Bowrey","R",1970-07-12,"AUS",NA,"Q22957434"
"130",200520,"Sarah","Loosemore","U",1971-06-15,"GBR",NA,"Q4963529"
"131",200530,"Radomira","Zrubakova","R",1970-12-26,"SVK",169,"Q118791"
"132",200532,"Maider","Laval","U",1970-05-18,"FRA",NA,"Q59659964"
"133",200535,"Jo Anne","Faull","U",1971-01-13,"AUS",NA,"Q1689856"
"134",200547,"Sandra","Wasserman","R",1970-03-10,"BEL",173,"Q2240255"
"135",200550,"Emmanuelle","Derly","U",1970-04-30,"FRA",NA,"Q3052945"
"136",200554,"Brenda","Schultz Mccarthy","R",1970-12-28,"NED",188,"Q269855"
"137",200559,"Kristine","Kunce","R",1970-03-03,"AUS",177,"Q3199803"
"138",200561,"Cathy","Caverzasio","U",1972-09-28,"SUI",NA,"Q19947365"
"139",200563,"Jane","Taylor","U",1972-11-07,"AUS",NA,"Q56685678"
"140",200566,"Donna","Faber","U",1971-07-05,"USA",NA,"Q510016"
"141",200568,"Andrea","Farley","U",1971-09-30,"USA",NA,"Q96621204"
"142",200569,"Petra","Langrova","U",1970-06-27,"TCH",NA,"Q3377586"
"143",200570,"Veronika","Martinek","U",1972-04-03,"GER",160,"Q76091"
"144",200572,"Gabriela","Sabatini","R",1970-05-16,"ARG",175,"Q105868"
"145",200574,"Eva","Sviglerova","U",1971-07-13,"CZE",NA,"Q516701"
"146",200577,"Louise","Stacey","U",1972-01-10,"AUS",NA,"Q62102535"
"147",200578,"Rennae","Stubbs","R",1971-03-26,"AUS",178,"Q230815"
"148",200580,"Kimberly","Kessaris","U",1973-03-27,"USA",NA,"Q50379974"
"149",200583,"Laxmi","Poruri","U",1972-11-09,"USA",NA,"Q6505230"
"150",200592,"Sandrine","Jaquet","U",1971-04-14,"SUI",NA,"Q67501055"
"151",200595,"Ann","Grossman","U",1970-10-13,"USA",NA,"Q2308951"
"152",200597,"Mary Joe","Fernandez","R",1971-08-19,"USA",175,"Q53421"
"153",200598,"Jeri","Ingram","U",1970-12-01,"USA",NA,""
"154",200599,"Carrie","Cunningham","U",1972-04-28,"USA",NA,"Q2940238"
"155",200603,"Justine","Hodder","U",1972-03-10,"AUS",NA,"Q59386410"
"156",200604,"Barbara","Paulus","R",1970-09-01,"AUT",177,"Q272168"
"157",200606,"Nana","Smith","R",1971-04-10,"JPN",163,"Q457435"
"158",200608,"Audra","Keller","U",1971-11-17,"USA",NA,"Q16529476"
"159",200609,"Steffi","Menning","U",1971-01-02,"GER",NA,"Q62125054"
"160",200610,"Stacey","Martin","U",1970-11-13,"USA",NA,"Q47457413"
"161",200612,"Natalia","Medvedeva","R",1971-11-15,"UKR",176,"Q458566"
"162",200614,"Elena","Pampoulova","U",1972-05-17,"BUL",NA,"Q458554"
"163",200615,"Kristin","Godridge","U",1973-02-07,"HKG",NA,"Q3199786"
"164",200617,"Kimiko","Date Krumm","R",1970-09-28,"JPN",163,"Q229104"
"165",200619,"Kate","Mcdonald","U",1970-03-21,"AUS",NA,"Q56513396"
"166",200620,"Kirrily","Sharpe","L",1973-02-25,"AUS",NA,"Q3197408"
"167",200625,"Jana","Pospisilova","U",1970-03-23,"CZE",NA,"Q3161823"
"168",200626,"Emanuela","Zardo","L",1970-04-24,"SUI",NA,"Q3051981"
"169",200627,"Petra","Schwarz","R",1972-05-24,"AUT",168,"Q514285"
"170",200629,"Cristina","Tessi","U",1972-07-20,"ARG",NA,"Q47103808"
"171",200631,"Maria","Ekstrand","U",1970-02-03,"SWE",NA,"Q66952280"
"172",200632,"Andrea","Strnadova","U",1972-05-28,"CZE",175,"Q459913"
"173",200634,"Elena","Brioukhovets","U",1971-06-08,"UKR",NA,"Q2090688"
"174",200637,"Catherine","Barclay","R",1973-06-12,"AUS",171,"Q511694"
"175",200638,"Stephanie","Rottier","U",1974-01-22,"NED",NA,"Q2134424"
"176",200639,"Claudine","Toleafoa","U",1970-02-28,"NZL",NA,"Q47107477"
"177",200643,"Petra","Kamstra","U",1974-03-18,"NED",NA,"Q1852089"
"178",200644,"Naoko","Sawamatsu","R",1973-03-23,"JPN",167,"Q290398"
"179",200645,"Maja","Zivec Skulj","U",1973-09-25,"GER",NA,"Q1885999"
"180",200646,"Francesca","Romano","U",1971-02-07,"ITA",NA,"Q22957666"
"181",200647,"Noelle","Van Lottum","U",1972-07-12,"FRA",170,"Q511721"
"182",200648,"Marketa","Kochta","R",1975-07-14,"GER",168,"Q1900652"
"183",200652,"Monica","Seles","L",1973-12-02,"USA",178,"Q173633"
"184",200653,"Yayuk","Basuki","R",1970-11-30,"INA",164,"Q464583"
"185",200656,"Jessica","Emmons","U",1970-09-13,"USA",NA,"Q61722976"
"186",200657,"Radka","Bobkova","R",1973-02-12,"CZE",172,"Q3417073"
"187",200658,"Fang","Li","R",1973-01-01,"CHN",166,"Q3237546"
"188",200659,"Rika","Hiraki","R",1971-12-06,"JPN",157,"Q455453"
"189",200660,"Kimberly","Po Messerli","R",1971-10-20,"USA",157,"Q297948"
"190",200661,"Samantha","Smith","R",1971-11-27,"GBR",NA,"Q7408733"
"191",200662,"Joanne","Limmer","R",1974-03-29,"AUS",NA,"Q11727569"
"192",200663,"Nanne","Dahlman","U",1970-09-07,"FIN",163,"Q13531"
"193",200665,"Yone","Kamio","R",1971-11-22,"JPN",164,"Q434034"
"194",200666,"Marion","Maruska","R",1972-12-15,"AUT",172,"Q1899215"
"195",200667,"Ines","Gorrochategui","R",1973-06-13,"ARG",169,"Q271734"
"196",200668,"Silke","Frankl","U",1970-05-29,"GER",NA,"Q2286163"
"197",200669,"Debbie","Graham","R",1970-08-25,"USA",183,"Q509960"
"198",200671,"Meike","Babel","R",1974-11-22,"GER",173,"Q71164"
"199",200672,"Barbara","Mulej","R",1974-05-29,"SLO",NA,"Q18507824"
"200",200673,"Susan","Sloane Lundy","R",1970-12-05,"USA",NA,"Q3505609"
"201",200676,"Mana","Endo","R",1971-02-06,"JPN",160,"Q455577"
"202",200677,"Katja","Oeljeklaus","R",1971-02-10,"GER",NA,"Q50358502"
"203",200678,"Gloria","Pizzichini","R",1975-07-24,"ITA",163,"Q1097779"
"204",200680,"Nadin","Ercegovic","R",1973-02-02,"CRO",177,"Q6957772"
"205",200681,"Natalia","Baudone","U",1972-07-12,"ITA",NA,"Q30327735"
"206",200682,"Joannette","Kruger","R",1973-09-03,"RSA",179,"Q447060"
"207",200683,"Monique","Kiene","R",1974-08-05,"NED",NA,"Q3320865"
"208",200684,"Shi Ting","Wang","R",1973-10-19,"TPE",171,"Q3566084"
"209",200685,"Christelle","Fauche","R",1973-06-09,"SUI",NA,"Q47091207"
"210",200686,"Sandra","Dopfer","U",1970-05-25,"AUT",174,"Q8474464"
"211",200688,"Noelia","Perez Penate","U",1972-12-06,"ESP",NA,"Q53871158"
"212",200690,"Kyoko","Nagatsuka","U",1974-02-22,"JPN",166,"Q455612"
"213",200692,"Marzia","Grossi","U",1970-09-02,"ITA",NA,"Q3296377"
"214",200693,"Elena","Makarova","R",1973-02-01,"RUS",NA,"Q3050720"
"215",200695,"Tina","Krizan","R",1974-03-18,"SLO",175,"Q542412"
"216",200696,"Christina","Papadaki","R",1973-02-24,"GRE",NA,"Q2966680"
"217",200697,"Janette","Husarova","R",1974-06-04,"SVK",169,"Q232443"
"218",200698,"Petra","Begerow","R",1975-04-14,"GER",178,"Q1275127"
"219",200699,"Meredith","Mcgrath","U",1971-04-28,"USA",NA,"Q456740"
"220",200700,"Silvia","Farina Elia","R",1972-04-27,"ITA",172,"Q237482"
"221",200701,"Caroline","Vis","R",1970-03-04,"NED",180,"Q289121"
"222",200702,"Naoko","Kijimuta","R",1972-03-26,"JPN",164,"Q455457"
"223",200703,"Katarina","Studenikova","R",1972-09-02,"SVK",172,"Q3193948"
"224",200704,"Maria Jose","Gaidano","U",1973-05-25,"ARG",171,"Q511678"
"225",200706,"Catalina","Cristea","R",1975-06-02,"ROU",178,"Q660289"
"226",200707,"Romana","Tedjakusuma","R",1976-07-24,"INA",NA,"Q3440970"
"227",200708,"Sandra","Cacic","R",1974-09-10,"USA",NA,"Q3471893"
"228",200709,"Rossana","De Los Rios","R",1975-09-16,"PAR",170,"Q1025215"
"229",200710,"Magdalena","Feistel","U",1970-08-22,"POL",NA,"Q6729860"
"230",200711,"Tatiana","Ignatieva","U",1974-06-11,"BLR",173,"Q8334422"
"231",200712,"Katerina","Kroupova","U",1974-02-20,"CZE",NA,"Q6376043"
"232",200713,"Yuka","Yoshida","R",1976-04-01,"JPN",161,"Q453385"
"233",200714,"Yvette","Basting","R",1977-06-08,"NED",175,"Q18605962"
"234",200715,"Mariaan","De Swardt","R",1971-03-18,"RSA",177,"Q456551"
"235",200716,"Sung Hee","Park","R",1975-02-17,"KOR",165,"Q485902"
"236",200717,"Anne","Miller","R",1977-01-19,"USA",NA,""
"237",200718,"Ludmila","Richterova","U",1977-03-07,"CZE",180,"Q279690"
"238",200719,"Siobhan","Drake Brockman","U",1978-04-07,"AUS",NA,"Q9337190"
"239",200720,"Dally","Randriantefy","R",1977-02-23,"MAD",165,"Q264088"
"240",200721,"Hiromi","Nagano","U",1971-07-20,"JPN",NA,"Q66448878"
"241",200722,"Francesca","Lubiani","L",1977-07-12,"ITA",168,"Q1440864"
"242",200723,"Iva","Majoli","R",1977-08-12,"CRO",175,"Q232472"
"243",200724,"Lea","Ghirardi","R",1974-02-10,"FRA",173,"Q18098215"
"244",200726,"Nancy","Feber","L",1976-02-05,"BEL",160,"Q2438524"
"245",200727,"Adriana","Serra Zanetti","R",1976-03-05,"ITA",160,"Q2425506"
"246",200728,"Melanie","Schnell","R",1977-02-22,"AUT",NA,"Q3304899"
"247",200729,"Lindsay","Lee Waters","R",1977-06-28,"USA",NA,"Q32169"
"248",200730,"Min","Tang","U",1971-01-26,"HKG",NA,"Q55634682"
"249",200731,"Gail","Biggs","U",1970-08-25,"AUS",NA,"Q56513364"
"250",200732,"Magdalena","Grzybowska","R",1978-11-22,"POL",184,"Q1982663"
"251",200733,"Trudi","Musgrave","L",1977-09-10,"AUS",170,"Q440862"
"252",200734,"Tatjana","Jecmenica","R",1978-07-04,"SRB",180,"Q543369"
"253",200735,"Miho","Saeki","R",1976-03-18,"JPN",168,"Q454229"
"254",200736,"Li Ling","Chen","U",1971-03-13,"CHN",165,"Q2962591"
"255",200737,"Aleksandra","Olsza","R",1977-12-08,"POL",165,"Q2437892"
"256",200738,"Lenka","Cenkova","R",1977-01-24,"CZE",175,"Q6522670"
"257",200739,"Stephanie","De Ville","R",1976-07-24,"BEL",172,"Q9345692"
"258",200740,"Elena","Tatarkova","L",1976-08-22,"UKR",170,"Q274435"
"259",200741,"Renee","Reid","U",1978-05-28,"AUS",NA,"Q56513357"
"260",200742,"Olga","Lugina","R",1974-01-08,"UKR",170,"Q3350437"
"261",200743,"Nirupama","Vaidyanathan","R",1976-12-08,"IND",170,"Q3534595"
"262",200744,"Svetlana","Krivencheva","R",1973-12-30,"BUL",180,"Q9348613"
"263",200745,"Andrea","Glass","R",1976-07-17,"GER",168,"Q88793"
"264",200746,"Sandra","Kloesel","R",1979-06-22,"GER",173,"Q65070"
"265",200747,"Haruka","Inoue","R",1977-06-07,"JPN",168,"Q41199509"
"266",200748,"Venus","Williams","R",1980-06-17,"USA",185,"Q11578"
"267",200749,"Samantha","Reeves","R",1979-01-17,"USA",173,"Q3470628"
"268",200750,"Karin","Miller","R",1977-12-10,"USA",155,"Q56697577"
"269",200751,"Conchita","Martinez Granados","R",1976-01-20,"ESP",NA,"Q2947123"
"270",200752,"Raluca","Sandu","R",1980-02-03,"ROU",177,"Q7288404"
"271",200753,"Cindy","Watson","R",1978-03-24,"AUS",NA,"Q5120610"
"272",200754,"Jill","Craybas","R",1974-07-04,"USA",160,"Q232435"
"273",200764,"Elena","Bovina","R",1983-03-10,"RUS",189,"Q233408"
"274",200765,"Katalin","Marosi","R",1979-11-12,"HUN",178,"Q264466"
"275",200766,"Jennifer","Hopkins","R",1981-02-10,"USA",170,"Q3177071"
"276",200767,"Holly","Parkinson","R",1979-02-10,"USA",NA,"Q18609277"
"277",200768,"Laurence","Andretto","R",1973-05-14,"FRA",NA,"Q18594979"
"278",200769,"Giulia","Casoni","R",1978-04-19,"ITA",169,"Q3107880"
"279",200770,"Stephanie","Cohen Aloro","R",1983-03-18,"FRA",175,"Q235543"
"280",200771,"Sophie","Erre","R",1979-04-06,"FRA",170,"Q55956338"
"281",200772,"Anastasia","Myskina","R",1981-07-08,"RUS",174,"Q203591"
"282",200773,"Stephanie","Foretz Gacon","R",1981-05-03,"FRA",166,"Q232893"
"283",200774,"Vanessa","Webb","L",1976-01-24,"CAN",180,"Q7914727"
"284",200775,"Tatiana","Kovaltchouk","U",1979-07-24,"UKR",NA,"Q46461475"
"285",200776,"Angelika","Bachmann","R",1979-05-16,"GER",NA,"Q89108"
"286",200777,"Marta","Marrero","R",1983-01-16,"ESP",173,"Q264538"
"287",201041,"Cristina","Casale","U",1973-01-22,"ITA",NA,""
"288",201044,"Catherine","Mothes Jobkel","U",1970-06-07,"FRA",NA,"Q22957618"
"289",201047,"Andrea","Vieira","U",1971-02-05,"BRA",NA,"Q16336625"
"290",201048,"Leona","Laskova","U",1970-04-07,"CZE",NA,"Q20057727"
"291",201051,"Laura","Lapi","U",1970-09-10,"ITA",NA,"Q47317697"
"292",201052,"Federica","Haumuller","U",1972-12-05,"ARG",NA,"Q3067888"
"293",201053,"Sylvie","Sabas","U",1972-02-19,"FRA",NA,"Q61999943"
"294",201054,"Katia","Piccolini","R",1973-01-15,"ITA",168,"Q3194133"
"295",201055,"Barbara","Collet","U",1974-02-13,"FRA",NA,"Q96473179"
"296",201056,"Maria Luciana","Reynares","U",1976-02-09,"ARG",NA,"Q67497517"
"297",201057,"Angelique","Olivier","U",1975-06-12,"FRA",NA,"Q24852065"
"298",201058,"Agnes","Zugasti","U",1972-05-15,"FRA",NA,"Q61741181"
"299",201059,"Misumi","Miyauchi","U",1971-09-06,"JPN",NA,"Q11453337"
"300",201060,"Carole","Lucarelli","U",1972-11-26,"FRA",NA,"Q96472555"
"301",201061,"Eva","Martincova","U",1975-03-04,"CZE",170,"Q3061269"
"302",201062,"Amelie","Castera","L",1978-04-09,"FRA",NA,"Q33104697"
"303",201063,"Maria Francesca","Bentivoglio","R",1977-01-27,"ITA",NA,"Q3847280"
"304",201064,"Audrey","Sidot","U",1977-03-07,"FRA",NA,""
"305",201066,"Neus","Avila Bonastre","U",1971-07-26,"ESP",NA,"Q18411878"
"306",201067,"Caroline","Dhenin","R",1973-06-13,"FRA",183,"Q5045041"
"307",201068,"Magali","Lamarre","U",1978-02-24,"FRA",NA,"Q96627346"
"308",201069,"Karolina","Jagieniak","U",1979-06-04,"FRA",NA,"Q18608241"
"309",201070,"Emmanuelle","Curutchet","U",1978-12-19,"FRA",NA,"Q55956334"
"310",201071,"Segolene","Berger","U",1978-03-25,"FRA",NA,"Q56631012"
"311",201072,"Eva","Bes Ostariz","R",1973-01-14,"ESP",NA,"Q3087974"
"312",201073,"Seon Young","Park","U",1976-03-05,"KOR",NA,""
"313",201074,"Ana","Alcazar","U",1979-06-08,"ESP",NA,"Q27881109"
"314",201075,"Liezel","Huber","R",1976-08-21,"USA",180,"Q53565"
"315",201076,"Sophie","Georges","R",1977-02-08,"FRA",162,"Q52063985"
"316",201077,"Sophie","Lefevre","R",1981-02-23,"FRA",NA,"Q82092"
"317",201078,"Eugenia","Kulikovskaya","L",1978-12-21,"RUS",163,"Q3061554"
"318",201079,"Hannah","Collin","R",1982-02-18,"GBR",NA,"Q18592844"
"319",201080,"Louise","Latimer","R",1978-01-19,"GBR",NA,"Q18814709"
"320",201081,"Joanne","Ward","U",1975-06-22,"GBR",NA,"Q18642306"
"321",201082,"Lorna","Woodroffe","U",1976-08-18,"GBR",168,"Q16224847"
"322",201083,"Daja","Bedanova","R",1983-03-09,"CZE",171,"Q545299"
"323",201084,"Nadejda","Ostrovskaya","R",1980-10-29,"BLR",177,"Q6453726"
"324",201085,"Shinobu","Asagoe","R",1976-06-28,"JPN",170,"Q237461"
"325",201086,"Greta","Arn","R",1979-04-13,"HUN",180,"Q77284"
"326",201087,"Mashona","Washington","R",1976-05-31,"USA",168,"Q259014"
"327",201088,"Karen","Cross","L",1974-02-19,"GBR",NA,"Q6369576"
"328",201089,"Lucie","Ahl","R",1974-07-23,"GBR",159,"Q13512697"
"329",201186,"Virginia","Humphreys Davies","U",1972-01-06,"GBR",NA,"Q84593370"
"330",201188,"Barbara","Griffiths","U",1972-05-20,"GBR",NA,"Q61456874"
"331",201189,"Sarah","Bentley","U",1973-03-08,"GBR",NA,"Q61473144"
"332",201191,"Shirli Ann","Siddall","U",1974-06-20,"GBR",NA,"Q30322850"
"333",201192,"Colette","Caple","U",1973-07-03,"GBR",NA,""
"334",201195,"Amanda","Wainwright","R",1976-03-24,"GBR",NA,"Q61722438"
"335",201196,"Claire","Taylor","U",1975-02-17,"GBR",NA,"Q66686124"
"336",201197,"Megan","Miller","U",1977-09-20,"GBR",NA,"Q61483053"
"337",201198,"Lizzy","Jelfs","U",1976-07-28,"GBR",NA,"Q40650651"
"338",201199,"Rachel","Viollet","R",1972-02-11,"GBR",168,"Q18592876"
